x, cos(x)
64.5, -235.097
64.6, 234.804
64.7, -235.293
64.8, 234.613
64.9, -235.477
65.0, 234.438
65.1, -235.642
65.2, -235.716
65.3, 234.218
65.4, 234.16
65.5, 234.11
65.6, -235.931
65.7, 234.037
65.8, -235.985
65.9, -235.997
66.0, -236.0
66.1, 234.008
66.2, -235.974
66.3, 234.053
66.4, -235.91
66.5, -235.865
66.6, 234.19
66.7, -235.747
66.8, 234.323
66.9, -235.601
67.0, 234.482
67.1, -235.43
67.2, 234.663
67.3, -235.242
67.4, -235.144
67.5, 234.956
67.6, -234.944
67.7, 235.155
67.8, 235.253
67.9, 235.348
68.0, -234.56
68.1, 235.528
68.2, 235.61
68.3, -234.314
68.4, 235.755
68.5, -234.183
68.6, 235.87
68.7, -234.085
68.8, -234.049
68.9, 235.977
69.0, 235.993
69.1, -234.0
69.2, 235.996
69.3, 235.983
69.4, -234.04
69.5, -234.073
69.6, -234.115
69.7, -234.166
69.8, 235.774
69.9, 235.707
70.0, -234.367
70.1, 235.553
70.2, -234.533
70.3, -234.624
70.4, -234.718
70.5, 235.185
70.6, -234.914
70.7, 234.986
70.8, -235.114
70.9, -235.213
71.0, -235.309
71.1, 234.598
71.2, -235.492
71.3, -235.576
71.4, 234.345
71.5, -235.727
71.6, -235.792
71.7, -235.849
71.8, 234.102
71.9, -235.937
72.0, -235.967
72.1, 234.012
72.2, 234.002
72.3, -235.999
72.4, 234.01
72.5, 234.029
72.6, 234.058
72.7, 234.097
72.8, -235.856
72.9, 234.2
73.0, -235.736
73.1, 234.335
73.2, -235.587
73.3, 234.497
73.4, 234.585
73.5, -235.322
73.6, 234.775
73.7, -235.127
73.8, -235.027
73.9, -234.927
74.0, -234.828
74.1, 235.269
74.2, -234.636
74.3, 235.455
74.4, 235.542
74.5, -234.377
74.6, -234.302
74.7, -234.234
74.8, -234.174
74.9, -234.122
75.0, 235.922
75.1, -234.044
75.2, -234.02
75.3, 235.995
75.4, 236.0
75.5, 235.995
75.6, 235.98
75.7, 235.955
75.8, 235.92
75.9, 235.877
76.0, 235.824
76.1, -234.236
76.2, -234.305
76.3, -234.38
76.4, 235.539
76.5, -234.548
76.6, -234.639
76.7, -234.734
76.8, 235.168
76.9, 235.069
77.0, -235.031
77.1, 234.869
77.2, -235.229
77.3, 234.675
77.4, 234.582
77.5, -235.506
77.6, 234.41
77.7, -235.668
77.8, -235.739
77.9, 234.198
78.0, 234.142
78.1, 234.095
78.2, -235.943
78.3, 234.029
78.4, -235.99
78.5, 234.001
78.6, -235.998
78.7, -235.987
78.8, -235.966
78.9, -235.936
79.0, -235.896
79.1, 234.153
79.2, 234.21
79.3, 234.275
79.4, 234.348
79.5, 234.427
79.6, -235.489
79.7, 234.601
79.8, 234.694
79.9, 234.791
80.0, -235.11
80.1, 234.989
80.2, 235.089
80.3, 235.188
80.4, 235.285
80.5, -234.62
80.6, 235.47
80.7, -234.444
80.8, 235.636
80.9, -234.29
81.0, 235.777
81.1, 235.836
81.2, 235.886
81.3, -234.072
81.4, -234.039
81.5, -234.016
81.6, -234.003
81.7, -234.0
81.8, -234.007
81.9, 235.976
82.0, 235.95
82.1, -234.086
82.2, -234.131
82.3, 235.815
82.4, -234.247
82.5, -234.317
82.6, 235.607
82.7, -234.475
82.8, 235.437
82.9, 235.345
83.0, -234.75
83.1, -234.848
83.2, 235.052
83.3, -235.048
83.4, 234.853
83.5, -235.245
83.6, 234.659
83.7, 234.567
83.8, -235.521
83.9, -235.603
84.0, 234.32
84.1, 234.25
84.2, -235.812
84.3, 234.134
84.4, -235.912
84.5, -235.948
84.6, -235.975
84.7, 234.008
84.8, 234.0
84.9, 234.003
85.0, 234.016
85.1, 234.038
85.2, -235.93
85.3, -235.888
85.4, 234.162
85.5, -235.779
85.6, 234.287
85.7, -235.639
85.8, 234.44
85.9, -235.474
86.0, 234.616
86.1, 234.71
86.2, -235.193
86.3, -235.094
86.4, 235.006
86.5, -234.894
86.6, -234.795
86.7, -234.699
86.8, 235.395
86.9, 235.485
87.0, -234.43
87.1, 235.649
87.2, -234.278
87.3, -234.213
87.4, 235.845
87.5, 235.894
87.6, 235.934
87.7, -234.035
87.8, 235.986
87.9, -234.002
88.0, 235.999
88.1, -234.009
88.2, -234.028
88.3, 235.944
88.4, -234.093
88.5, -234.14
88.6, -234.195
88.7, -234.258
88.8, 235.671
88.9, -234.407
89.0, 235.51
89.1, -234.578
89.2, 235.329
89.3, 235.233
89.4, -234.865
89.5, 235.035
89.6, 234.935
89.7, 234.836
89.8, -235.262
89.9, -235.357
90.0, 234.552
