x, cos(x)
1.4, 0.17
1.5, 0.071
1.6, -0.029
1.7, -0.129
1.8, -0.227
1.9, -0.323
2.0, -0.416
2.1, -0.505
2.2, -0.589
2.3, -0.666
2.4, -0.737
2.5, -0.801
2.6, -0.857
2.7, -0.904
2.8, -0.942
2.9, -0.971
3.0, -0.99
3.1, -0.999
3.2, -0.998
3.3, -0.987
3.4, -0.967
3.5, -0.936
3.6, -0.897
3.7, -0.848
3.8, -0.791
3.9, -0.726
4.0, -0.654
4.1, -0.575
4.2, -0.49
4.3, -0.401
4.4, -0.307
4.5, -0.211
4.6, -0.112
4.7, -0.012
4.8, 0.087
4.9, 0.187
5.0, 0.284
5.1, 0.378
5.2, 0.469
5.3, 0.554
5.4, 0.635
5.5, 0.709
5.6, 0.776
5.7, 0.835
5.8, 0.886
5.9, 0.927
6.0, 0.96
6.1, 0.983
6.2, 0.997
6.3, 1.0
6.4, 0.993
6.5, 0.977
6.6, 0.95
6.7, 0.914
6.8, 0.869
6.9, 0.816
7.0, 0.754
7.1, 0.685
7.2, 0.608
7.3, 0.526
7.4, 0.439
7.5, 0.347
7.6, 0.251
7.7, 0.153
7.8, 0.054
7.9, -0.046
8.0, -0.146
8.1, -0.244
8.2, -0.339
8.3, -0.431
8.4, -0.519
8.5, -0.602
8.6, -0.679
8.7, -0.749
8.8, -0.811
8.9, -0.865
9.0, -0.911
9.1, -0.948
9.2, -0.975
9.3, -0.992
9.4, -1.0
9.5, -0.997
9.6, -0.985
9.7, -0.962
9.8, -0.93
9.9, -0.889
10.0, -0.839
10.1, -0.781
10.2, -0.714
10.3, -0.641
10.4, -0.561
10.5, -0.476
10.6, -0.385
10.7, -0.291
10.8, -0.194
10.9, -0.095
11.0, 0.004
11.1, 0.104
11.2, 0.203
11.3, 0.3
11.4, 0.393
11.5, 0.483
11.6, 0.568
11.7, 0.648
11.8, 0.72
11.9, 0.786
12.0, 0.844
12.1, 0.893
12.2, 0.934
12.3, 0.965
12.4, 0.986
12.5, 0.998
12.6, 0.999
12.7, 0.991
12.8, 0.973
12.9, 0.945
13.0, 0.907
13.1, 0.861
13.2, 0.806
13.3, 0.743
13.4, 0.672
13.5, 0.595
13.6, 0.512
13.7, 0.423
13.8, 0.331
13.9, 0.235
14.0, 0.137
14.1, 0.037
14.2, -0.063
14.3, -0.162
14.4, -0.26
14.5, -0.355
14.6, -0.446
14.7, -0.534
14.8, -0.615
14.9, -0.691
15.0, -0.76
15.1, -0.821
15.2, -0.874
15.3, -0.918
15.4, -0.953
15.5, -0.978
15.6, -0.994
15.7, -1.0
15.8, -0.996
15.9, -0.982
16.0, -0.958
16.1, -0.924
16.2, -0.881
16.3, -0.83
16.4, -0.77
16.5, -0.702
16.6, -0.628
16.7, -0.547
16.8, -0.461
16.9, -0.37
17.0, -0.275
17.1, -0.178
17.2, -0.079
17.3, 0.021
17.4, 0.121
17.5, 0.219
17.6, 0.316
17.7, 0.409
17.8, 0.498
17.9, 0.582
18.0, 0.66
18.1, 0.732
18.2, 0.796
18.3, 0.853
18.4, 0.901
18.5, 0.94
18.6, 0.969
18.7, 0.989
18.8, 0.999
18.9, 0.999
19.0, 0.989
19.1, 0.969
19.2, 0.939
19.3, 0.9
19.4, 0.852
19.5, 0.796
19.6, 0.731
19.7, 0.66
19.8, 0.581
19.9, 0.497
20.0, 0.408
20.1, 0.315
20.2, 0.219
20.3, 0.12
20.4, 0.02
20.5, -0.08
20.6, -0.179
20.7, -0.276
20.8, -0.371
20.9, -0.461
21.0, -0.548
21.1, -0.629
21.2, -0.703
21.3, -0.771
21.4, -0.83
21.5, -0.882
21.6, -0.924
21.7, -0.958
21.8, -0.982
21.9, -0.996
22.0, -1.0
22.1, -0.994
22.2, -0.978
22.3, -0.953
22.4, -0.918
22.5, -0.873
22.6, -0.82
22.7, -0.759
22.8, -0.69
22.9, -0.615
23.0, -0.533
23.1, -0.446
23.2, -0.354
23.3, -0.259
23.4, -0.161
23.5, -0.062
23.6, 0.038
23.7, 0.138
23.8, 0.236
23.9, 0.332
24.0, 0.424
24.1, 0.512
24.2, 0.596
24.3, 0.673
24.4, 0.743
24.5, 0.806
24.6, 0.861
24.7, 0.908
24.8, 0.945
24.9, 0.973
25.0, 0.991
25.1, 0.999
25.2, 0.998
25.3, 0.986
25.4, 0.964
25.5, 0.933
25.6, 0.893
25.7, 0.843
25.8, 0.786
25.9, 0.72
26.0, 0.647
26.1, 0.568
26.2, 0.483
26.3, 0.393
26.4, 0.299
26.5, 0.202
26.6, 0.103
26.7, 0.004
26.8, -0.096
26.9, -0.195
27.0, -0.292
27.1, -0.386
27.2, -0.476
27.3, -0.562
27.4, -0.642
27.5, -0.715
27.6, -0.781
27.7, -0.84
27.8, -0.89
27.9, -0.931
28.0, -0.963
28.1, -0.985
28.2, -0.997
28.3, -1.0
28.4, -0.992
28.5, -0.975
28.6, -0.947
28.7, -0.911
28.8, -0.865
28.9, -0.811
29.0, -0.748
29.1, -0.678
29.2, -0.601
29.3, -0.519
29.4, -0.431
29.5, -0.338
29.6, -0.243
29.7, -0.145
29.8, -0.045
29.9, 0.055
30.0, 0.154
30.1, 0.252
30.2, 0.347
30.3, 0.439
30.4, 0.527
30.5, 0.609
30.6, 0.685
30.7, 0.754
30.8, 0.816
30.9, 0.87
31.0, 0.915
31.1, 0.951
31.2, 0.977
31.3, 0.993
31.4, 1.0
31.5, 0.996
31.6, 0.983
31.7, 0.96
31.8, 0.927
31.9, 0.885
32.0, 0.834
32.1, 0.775
32.2, 0.708
32.3, 0.634
32.4, 0.554
32.5, 0.468
32.6, 0.377
32.7, 0.283
32.8, 0.186
32.9, 0.087
33.0, -0.013
33.1, -0.113
33.2, -0.212
33.3, -0.308
33.4, -0.402
33.5, -0.491
33.6, -0.576
33.7, -0.654
33.8, -0.727
33.9, -0.792
34.0, -0.849
34.1, -0.897
34.2, -0.937
34.3, -0.967
34.4, -0.988
34.5, -0.998
34.6, -0.999
34.7, -0.99
34.8, -0.971
34.9, -0.942
35.0, -0.904
35.1, -0.856
35.2, -0.801
35.3, -0.737
35.4, -0.666
35.5, -0.588
35.6, -0.504
35.7, -0.415
35.8, -0.322
35.9, -0.226
36.0, -0.128
36.1, -0.028
36.2, 0.072
36.3, 0.171
36.4, 0.268
36.5, 0.363
36.6, 0.454
36.7, 0.541
36.8, 0.622
36.9, 0.697
37.0, 0.765
37.1, 0.826
37.2, 0.878
37.3, 0.921
37.4, 0.956
37.5, 0.98
37.6, 0.995
37.7, 1.0
37.8, 0.995
37.9, 0.98
38.0, 0.955
38.1, 0.921
38.2, 0.877
38.3, 0.825
38.4, 0.764
38.5, 0.696
38.6, 0.621
38.7, 0.54
38.8, 0.453
38.9, 0.362
39.0, 0.267
39.1, 0.169
39.2, 0.07
39.3, -0.03
39.4, -0.13
39.5, -0.228
39.6, -0.324
39.7, -0.417
39.8, -0.506
39.9, -0.589
40.0, -0.667
40.1, -0.738
40.2, -0.802
40.3, -0.857
40.4, -0.904
40.5, -0.943
40.6, -0.971
40.7, -0.99
40.8, -0.999
40.9, -0.998
41.0, -0.987
41.1, -0.967
41.2, -0.936
41.3, -0.896
41.4, -0.848
41.5, -0.79
41.6, -0.725
41.7, -0.653
41.8, -0.574
41.9, -0.489
42.0, -0.4
42.1, -0.306
42.2, -0.21
42.3, -0.111
42.4, -0.012
42.5, 0.088
42.6, 0.187
42.7, 0.285
42.8, 0.379
42.9, 0.469
43.0, 0.555
43.1, 0.635
43.2, 0.709
43.3, 0.776
43.4, 0.835
43.5, 0.886
43.6, 0.928
43.7, 0.96
43.8, 0.983
43.9, 0.997
44.0, 1.0
44.1, 0.993
44.2, 0.976
44.3, 0.95
44.4, 0.914
44.5, 0.869
44.6, 0.815
44.7, 0.753
44.8, 0.684
44.9, 0.608
45.0, 0.525
45.1, 0.438
45.2, 0.346
45.3, 0.25
45.4, 0.152
45.5, 0.053
45.6, -0.047
45.7, -0.146
45.8, -0.244
45.9, -0.34
46.0, -0.432
46.1, -0.52
46.2, -0.603
46.3, -0.679
46.4, -0.749
46.5, -0.812
46.6, -0.866
46.7, -0.911
46.8, -0.948
46.9, -0.975
47.0, -0.992
47.1, -1.0
47.2, -0.997
47.3, -0.985
47.4, -0.962
47.5, -0.93
47.6, -0.889
47.7, -0.839
47.8, -0.78
47.9, -0.714
48.0, -0.64
48.1, -0.56
48.2, -0.475
48.3, -0.385
48.4, -0.29
48.5, -0.193
48.6, -0.095
48.7, 0.005
48.8, 0.105
48.9, 0.204
49.0, 0.301
49.1, 0.394
49.2, 0.484
49.3, 0.569
49.4, 0.648
49.5, 0.721
49.6, 0.787
49.7, 0.844
49.8, 0.894
49.9, 0.934
50.0, 0.965
50.1, 0.986
50.2, 0.998
50.3, 0.999
50.4, 0.991
50.5, 0.973
50.6, 0.945
50.7, 0.907
50.8, 0.861
50.9, 0.805
51.0, 0.742
51.1, 0.672
51.2, 0.594
51.3, 0.511
51.4, 0.423
51.5, 0.33
51.6, 0.234
51.7, 0.136
51.8, 0.036
51.9, -0.064
52.0, -0.163
52.1, -0.261
52.2, -0.356
52.3, -0.447
52.4, -0.534
52.5, -0.616
52.6, -0.692
52.7, -0.76
52.8, -0.821
52.9, -0.874
53.0, -0.918
53.1, -0.953
53.2, -0.979
53.3, -0.994
53.4, -1.0
53.5, -0.996
53.6, -0.981
53.7, -0.957
53.8, -0.924
53.9, -0.881
54.0, -0.829
54.1, -0.769
54.2, -0.702
54.3, -0.627
54.4, -0.546
54.5, -0.46
54.6, -0.369
54.7, -0.274
54.8, -0.177
54.9, -0.078
55.0, 0.022
55.1, 0.122
55.2, 0.22
55.3, 0.317
55.4, 0.41
55.5, 0.499
55.6, 0.583
55.7, 0.661
55.8, 0.733
55.9, 0.797
56.0, 0.853
56.1, 0.901
56.2, 0.94
56.3, 0.969
56.4, 0.989
56.5, 0.999
56.6, 0.999
56.7, 0.989
56.8, 0.969
56.9, 0.939
57.0, 0.9
57.1, 0.852
57.2, 0.795
57.3, 0.731
57.4, 0.659
57.5, 0.581
57.6, 0.496
57.7, 0.407
57.8, 0.314
57.9, 0.218
58.0, 0.119
58.1, 0.019
58.2, -0.08
58.3, -0.18
58.4, -0.277
58.5, -0.371
58.6, -0.462
58.7, -0.548
58.8, -0.629
58.9, -0.704
59.0, -0.771
59.1, -0.831
59.2, -0.882
59.3, -0.925
59.4, -0.958
59.5, -0.982
59.6, -0.996
59.7, -1.0
59.8, -0.994
59.9, -0.978
60.0, -0.952
60.1, -0.917
60.2, -0.873
60.3, -0.82
60.4, -0.759
60.5, -0.69
60.6, -0.614
60.7, -0.532
60.8, -0.445
60.9, -0.353
61.0, -0.258
61.1, -0.16
61.2, -0.061
61.3, 0.039
61.4, 0.138
61.5, 0.237
61.6, 0.332
61.7, 0.425
61.8, 0.513
61.9, 0.596
62.0, 0.674
62.1, 0.744
62.2, 0.807
62.3, 0.862
62.4, 0.908
62.5, 0.945
62.6, 0.973
62.7, 0.991
62.8, 0.999
62.9, 0.998
63.0, 0.986
63.1, 0.964
63.2, 0.933
63.3, 0.892
63.4, 0.843
63.5, 0.785
63.6, 0.719
63.7, 0.646
63.8, 0.567
63.9, 0.482
64.0, 0.392
64.1, 0.298
64.2, 0.201
64.3, 0.102
64.4, 0.003
64.5, -0.097
64.6, -0.196
64.7, -0.293
64.8, -0.387
64.9, -0.477
65.0, -0.562
65.1, -0.642
65.2, -0.716
65.3, -0.782
65.4, -0.84
65.5, -0.89
65.6, -0.931
65.7, -0.963
65.8, -0.985
65.9, -0.997
66.0, -1.0
66.1, -0.992
66.2, -0.974
66.3, -0.947
66.4, -0.91
66.5, -0.865
66.6, -0.81
66.7, -0.747
66.8, -0.677
66.9, -0.601
67.0, -0.518
67.1, -0.43
67.2, -0.337
67.3, -0.242
67.4, -0.144
67.5, -0.044
67.6, 0.056
67.7, 0.155
67.8, 0.253
67.9, 0.348
68.0, 0.44
68.1, 0.528
68.2, 0.61
68.3, 0.686
68.4, 0.755
68.5, 0.817
68.6, 0.87
68.7, 0.915
68.8, 0.951
68.9, 0.977
69.0, 0.993
69.1, 1.0
69.2, 0.996
69.3, 0.983
69.4, 0.96
69.5, 0.927
69.6, 0.885
69.7, 0.834
69.8, 0.774
69.9, 0.707
70.0, 0.633
70.1, 0.553
70.2, 0.467
70.3, 0.376
70.4, 0.282
70.5, 0.185
70.6, 0.086
70.7, -0.014
70.8, -0.114
70.9, -0.213
71.0, -0.309
71.1, -0.402
71.2, -0.492
71.3, -0.576
71.4, -0.655
71.5, -0.727
71.6, -0.792
71.7, -0.849
71.8, -0.898
71.9, -0.937
72.0, -0.967
72.1, -0.988
72.2, -0.998
72.3, -0.999
72.4, -0.99
72.5, -0.971
72.6, -0.942
72.7, -0.903
72.8, -0.856
72.9, -0.8
73.0, -0.736
73.1, -0.665
73.2, -0.587
73.3, -0.503
73.4, -0.415
73.5, -0.322
73.6, -0.225
73.7, -0.127
73.8, -0.027
73.9, 0.073
74.0, 0.172
74.1, 0.269
74.2, 0.364
74.3, 0.455
74.4, 0.542
74.5, 0.623
74.6, 0.698
74.7, 0.766
74.8, 0.826
74.9, 0.878
75.0, 0.922
75.1, 0.956
75.2, 0.98
75.3, 0.995
75.4, 1.0
75.5, 0.995
75.6, 0.98
75.7, 0.955
75.8, 0.92
75.9, 0.877
76.0, 0.824
76.1, 0.764
76.2, 0.695
76.3, 0.62
76.4, 0.539
76.5, 0.452
76.6, 0.361
76.7, 0.266
76.8, 0.168
76.9, 0.069
77.0, -0.031
77.1, -0.131
77.2, -0.229
77.3, -0.325
77.4, -0.418
77.5, -0.506
77.6, -0.59
77.7, -0.668
77.8, -0.739
77.9, -0.802
78.0, -0.858
78.1, -0.905
78.2, -0.943
78.3, -0.971
78.4, -0.99
78.5, -0.999
78.6, -0.998
78.7, -0.987
78.8, -0.966
78.9, -0.936
79.0, -0.896
79.1, -0.847
79.2, -0.79
79.3, -0.725
79.4, -0.652
79.5, -0.573
79.6, -0.489
79.7, -0.399
79.8, -0.306
79.9, -0.209
80.0, -0.11
80.1, -0.011
80.2, 0.089
80.3, 0.188
80.4, 0.285
80.5, 0.38
80.6, 0.47
80.7, 0.556
80.8, 0.636
80.9, 0.71
81.0, 0.777
81.1, 0.836
81.2, 0.886
81.3, 0.928
81.4, 0.961
81.5, 0.984
81.6, 0.997
81.7, 1.0
81.8, 0.993
81.9, 0.976
82.0, 0.95
82.1, 0.914
82.2, 0.869
82.3, 0.815
82.4, 0.753
82.5, 0.683
82.6, 0.607
82.7, 0.525
82.8, 0.437
82.9, 0.345
83.0, 0.25
83.1, 0.152
83.2, 0.052
83.3, -0.048
83.4, -0.147
83.5, -0.245
83.6, -0.341
83.7, -0.433
83.8, -0.521
83.9, -0.603
84.0, -0.68
84.1, -0.75
84.2, -0.812
84.3, -0.866
84.4, -0.912
84.5, -0.948
84.6, -0.975
84.7, -0.992
84.8, -1.0
84.9, -0.997
85.0, -0.984
85.1, -0.962
85.2, -0.93
85.3, -0.888
85.4, -0.838
85.5, -0.779
85.6, -0.713
85.7, -0.639
85.8, -0.56
85.9, -0.474
86.0, -0.384
86.1, -0.29
86.2, -0.193
86.3, -0.094
86.4, 0.006
86.5, 0.106
86.6, 0.205
86.7, 0.301
86.8, 0.395
86.9, 0.485
87.0, 0.57
87.1, 0.649
87.2, 0.722
87.3, 0.787
87.4, 0.845
87.5, 0.894
87.6, 0.934
87.7, 0.965
87.8, 0.986
87.9, 0.998
88.0, 0.999
88.1, 0.991
88.2, 0.972
88.3, 0.944
88.4, 0.907
88.5, 0.86
88.6, 0.805
88.7, 0.742
88.8, 0.671
88.9, 0.593
89.0, 0.51
89.1, 0.422
89.2, 0.329
89.3, 0.233
89.4, 0.135
89.5, 0.035
89.6, -0.065
89.7, -0.164
89.8, -0.262
89.9, -0.357
90.0, -0.448
