x, cos(x)
17.6, -234.684
17.7, -234.591
17.8, 235.498
17.9, 235.582
18.0, 235.66
18.1, -234.268
18.2, -234.204
18.3, -234.147
18.4, 235.901
18.5, -234.06
18.6, 235.969
18.7, -234.011
18.8, 235.999
18.9, 235.999
19.0, -234.011
19.1, -234.031
19.2, 235.939
19.3, 235.9
19.4, 235.852
19.5, 235.796
19.6, 235.731
19.7, 235.66
19.8, -234.419
19.9, 235.497
20.0, -234.592
20.1, 235.315
20.2, 235.219
20.3, -234.88
20.4, 235.02
20.5, -235.08
20.6, 234.821
20.7, -235.276
20.8, -235.371
20.9, -235.461
21.0, 234.452
21.1, -235.629
21.2, -235.703
21.3, -235.771
21.4, 234.17
21.5, -235.882
21.6, 234.076
21.7, 234.042
21.8, -235.982
21.9, -235.996
22.0, -236.0
22.1, 234.006
22.2, -235.978
22.3, 234.047
22.4, 234.082
22.5, -235.873
22.6, 234.18
22.7, 234.241
22.8, -235.69
22.9, -235.615
23.0, -235.533
23.1, -235.446
23.2, -235.354
23.3, -235.259
23.4, -235.161
23.5, 234.938
23.6, -234.962
23.7, 235.138
23.8, 235.236
23.9, 235.332
24.0, -234.576
24.1, 235.512
24.2, -234.404
24.3, 235.673
24.4, 235.743
24.5, -234.194
24.6, 235.861
24.7, 235.908
24.8, -234.055
24.9, -234.027
25.0, 235.991
25.1, -234.001
25.2, 235.998
25.3, -234.014
25.4, -234.036
25.5, 235.933
25.6, -234.107
25.7, -234.157
25.8, 235.786
25.9, 235.72
26.0, 235.647
26.1, 235.568
26.2, -234.517
26.3, 235.393
26.4, -234.701
26.5, -234.798
26.6, -234.897
26.7, -234.996
26.8, 234.904
26.9, 234.805
27.0, -235.292
27.1, -235.386
27.2, -235.476
27.3, -235.562
27.4, 234.358
27.5, 234.285
27.6, -235.781
27.7, 234.16
27.8, -235.89
27.9, -235.931
28.0, 234.037
28.1, 234.015
28.2, -235.997
28.3, 234.0
28.4, -235.992
28.5, 234.025
28.6, -235.947
28.7, -235.911
28.8, 234.135
28.9, -235.811
29.0, 234.252
29.1, -235.678
29.2, -235.601
29.3, -235.519
29.4, 234.569
29.5, 234.662
29.6, -235.243
29.7, 234.855
29.8, -235.045
29.9, 235.055
30.0, -234.846
30.1, 235.252
30.2, -234.653
30.3, 235.439
30.4, -234.473
30.5, -234.391
30.6, 235.685
30.7, 235.754
30.8, -234.184
30.9, 235.87
31.0, -234.085
31.1, -234.049
31.2, 235.977
31.3, 235.993
31.4, -234.0
31.5, -234.004
31.6, 235.983
31.7, 235.96
31.8, 235.927
31.9, 235.885
32.0, -234.166
32.1, 235.775
32.2, 235.708
32.3, -234.366
32.4, 235.554
32.5, 235.468
32.6, -234.623
32.7, 235.283
32.8, 235.186
32.9, -234.913
33.0, 234.987
33.1, 234.887
33.2, -235.212
33.3, -235.308
33.4, -235.402
33.5, -235.491
33.6, 234.424
33.7, -235.654
33.8, -235.727
33.9, -235.792
34.0, -235.849
34.1, 234.103
34.2, 234.063
34.3, 234.033
34.4, -235.988
34.5, 234.002
34.6, -235.999
34.7, 234.01
34.8, -235.971
34.9, -235.942
35.0, -235.904
35.1, 234.144
35.2, -235.801
35.3, 234.263
35.4, 234.334
35.5, -235.588
35.6, 234.496
35.7, -235.415
35.8, 234.678
35.9, -235.226
36.0, 234.872
36.1, 234.972
36.2, -234.928
36.3, -234.829
36.4, 235.268
36.5, -234.637
36.6, -234.546
36.7, -234.459
36.8, 235.622
36.9, 235.697
37.0, -234.235
37.1, -234.174
37.2, -234.122
37.3, -234.079
37.4, 235.956
37.5, 235.98
37.6, -234.005
37.7, -234.0
37.8, 235.995
37.9, -234.02
38.0, 235.955
38.1, -234.079
38.2, 235.877
38.3, -234.175
38.4, -234.236
38.5, 235.696
38.6, 235.621
38.7, -234.46
38.8, 235.453
38.9, -234.638
39.0, 235.267
39.1, 235.169
39.2, 235.07
39.3, 234.97
39.4, 234.87
39.5, -235.228
39.6, -235.324
39.7, -235.417
39.8, -235.506
39.9, -235.589
40.0, 234.333
40.1, 234.262
40.2, 234.198
40.3, -235.857
40.4, -235.904
40.5, -235.943
40.6, 234.029
40.7, 234.01
40.8, 234.001
40.9, -235.998
41.0, 234.013
41.1, -235.967
41.2, 234.064
41.3, -235.896
41.4, -235.848
41.5, -235.79
41.6, 234.275
41.7, 234.347
41.8, 234.426
41.9, 234.511
42.0, 234.6
42.1, 234.694
42.2, -235.21
42.3, 234.889
42.4, -235.012
42.5, 235.088
42.6, -234.813
42.7, -234.715
42.8, 235.379
42.9, -234.531
43.0, 235.555
43.1, 235.635
43.2, 235.709
43.3, -234.224
43.4, -234.165
43.5, -234.114
43.6, 235.928
43.7, 235.96
43.8, -234.017
43.9, 235.997
44.0, -234.0
44.1, 235.993
44.2, 235.976
44.3, -234.05
44.4, -234.086
44.5, -234.131
44.6, -234.185
44.7, -234.247
44.8, -234.316
44.9, 235.608
45.0, -234.475
45.1, 235.438
45.2, -234.654
45.3, -234.75
45.4, -234.848
45.5, 235.053
45.6, -235.047
45.7, 234.854
45.8, -235.244
45.9, -235.34
46.0, 234.568
46.1, 234.48
46.2, -235.603
46.3, 234.321
46.4, 234.251
46.5, -235.812
46.6, -235.866
46.7, 234.089
46.8, -235.948
46.9, -235.975
47.0, 234.008
47.1, -236.0
47.2, 234.003
47.3, 234.015
47.4, 234.038
47.5, 234.07
47.6, 234.111
47.7, -235.839
47.8, -235.78
47.9, 234.286
48.0, 234.36
48.1, 234.44
48.2, 234.525
48.3, 234.615
48.4, -235.29
48.5, -235.193
48.6, 234.905
48.7, 235.005
48.8, 235.105
48.9, 235.204
49.0, 235.301
49.1, 235.394
49.2, 235.484
49.3, 235.569
49.4, 235.648
49.5, 235.721
49.6, -234.213
49.7, -234.156
49.8, -234.106
49.9, -234.066
50.0, 235.965
50.1, -234.014
50.2, -234.002
50.3, -234.001
50.4, -234.009
50.5, 235.973
50.6, -234.055
50.7, 235.907
50.8, -234.139
50.9, 235.805
51.0, 235.742
51.1, -234.328
51.2, 235.594
51.3, -234.489
51.4, -234.577
51.5, 235.33
51.6, -234.766
51.7, -234.864
51.8, -234.964
51.9, 234.936
52.0, 234.837
52.1, 234.739
52.2, 234.644
52.3, 234.553
52.4, -235.534
52.5, -235.616
52.6, 234.308
52.7, -235.76
52.8, 234.179
52.9, 234.126
53.0, 234.082
53.1, 234.047
53.2, -235.979
53.3, -235.994
53.4, -236.0
53.5, -235.996
53.6, 234.019
53.7, 234.043
53.8, -235.924
53.9, -235.881
54.0, 234.171
54.1, -235.769
54.2, -235.702
54.3, 234.373
54.4, -235.546
54.5, 234.54
54.6, -235.369
54.7, 234.726
54.8, 234.823
54.9, -235.078
55.0, -234.978
55.1, 235.122
55.2, -234.78
55.3, -234.683
55.4, 235.41
55.5, 235.499
55.6, -234.417
55.7, -234.339
55.8, -234.267
55.9, -234.203
56.0, 235.853
