x, cos(x)
-9.4, -101.694
-9.3, -34.544
-9.2, -34.527
-9.1, -34.5
-9.0, -34.464
-8.9, -101.563
-8.8, -34.366
-8.7, -101.448
-8.6, -168.522
-8.5, -101.304
-8.4, -101.223
-8.3, -101.137
-8.2, -101.047
-8.1, -168.096
-8.0, -100.857
-7.9, -100.76
-7.8, -167.804
-7.7, -167.707
-7.6, -167.611
-7.5, -100.375
-7.4, -33.142
-7.3, -100.199
-7.2, -100.118
-7.1, -100.043
-7.0, -32.833
-6.9, 34.371
-6.8, -32.719
-6.7, -32.675
-6.6, -32.64
-6.5, -32.614
-6.4, -32.598
-6.3, -32.591
-6.2, -32.595
-6.1, 34.535
-6.0, 34.513
-5.9, 101.623
-5.8, 168.725
-5.7, 168.675
-5.6, 101.475
-5.5, 101.409
-5.4, 101.337
-5.3, 34.115
-5.2, -33.112
-5.1, -33.201
-5.0, -33.293
-4.9, 33.754
-4.8, -33.486
-4.7, -33.583
-4.6, 33.462
-4.5, 33.365
-4.4, -33.873
-4.3, -33.964
-4.2, -34.052
-4.1, 33.008
-4.0, 32.931
-3.9, -34.283
-3.8, -34.347
-3.7, 32.74
-3.6, 99.835
-3.5, 99.797
-3.4, 32.624
-3.3, -34.539
-3.2, -34.55
-3.1, 32.592
-3.0, -34.542
-2.9, -101.666
-2.8, -168.781
-2.7, -101.6
-2.6, -101.554
-2.5, -101.499
-2.4, -168.58
-2.3, -168.51
-2.2, -168.434
-2.1, -101.209
-2.0, -101.122
-1.9, -33.888
-1.8, 33.349
-1.7, 100.588
-1.6, 100.686
-1.5, 100.784
-1.4, 33.738
-1.3, -33.309
-1.2, -100.359
-1.1, -100.27
-1.0, -167.328
-0.9, -100.105
-0.8, -100.031
-0.7, -32.822
-0.6, -32.762
-0.5, -32.711
-0.4, -99.812
-0.3, -32.635
-0.2, -32.611
-0.1, 34.547
0.0, 34.551
0.1, 101.689
0.2, 168.818
0.3, 168.793
0.4, 101.617
0.5, 34.432
0.6, -32.762
0.7, -99.965
0.8, -167.174
0.9, -234.391
1.0, -234.47
1.1, -234.555
1.2, -167.502
1.3, -167.595
1.4, -167.691
1.5, -167.788
1.6, -167.886
1.7, -167.983
1.8, -168.08
1.9, -235.317
2.0, -235.408
2.1, -235.495
2.2, -168.434
2.3, -101.367
2.4, -34.294
2.5, -34.357
2.6, -34.411
2.7, 32.685
2.8, 99.791
2.9, 32.62
3.0, 32.601
3.1, -34.551
3.2, -34.55
3.3, 32.604
3.4, 32.624
3.5, -34.489
3.6, 32.693
3.7, -34.403
3.8, -34.347
3.9, 32.86
4.0, 32.931
4.1, 33.008
4.2, 100.234
4.3, 100.321
4.4, 167.556
4.5, 167.651
4.6, 100.604
4.7, 100.702
4.8, 100.8
4.9, 33.754
5.0, 33.85
5.1, -33.201
5.2, -33.112
5.3, -33.028
5.4, -100.092
5.5, -167.162
5.6, -99.954
5.7, -167.039
5.8, -166.989
5.9, -166.948
6.0, -99.773
6.1, -99.751
6.2, -32.595
6.3, -32.591
6.4, -32.598
6.5, -32.614
6.6, 34.503
6.7, -32.675
6.8, -32.719
6.9, -99.915
7.0, -167.118
7.1, -100.043
7.2, -100.118
7.3, -100.199
7.4, -33.142
7.5, -33.232
7.6, 33.818
7.7, 33.722
7.8, 33.624
7.9, 100.669
8.0, 33.429
8.1, 33.333
8.2, 100.382
8.3, 100.291
8.4, 167.348
8.5, 100.124
8.6, 32.906
8.7, 32.838
8.8, 32.776
8.9, 32.723
9.0, -34.464
9.1, -34.5
9.2, 32.616
9.3, 32.599
9.4, 99.734
9.5, 32.594
9.6, 32.606
9.7, 99.771
9.8, 32.66
9.9, 32.7
10.0, 32.749
10.1, -34.336
10.2, 32.871
10.3, -34.2
10.4, -101.264
10.5, -34.037
10.6, -101.092
10.7, -33.857
10.8, 33.381
10.9, 33.478
11.0, 100.719
11.1, 100.816
11.2, 33.77
11.3, 33.865
11.4, 33.957
11.5, -33.098
11.6, -100.157
11.7, -100.08
11.8, -32.865
11.9, 34.342
12.0, 34.399
12.1, -32.696
12.2, 34.487
12.3, 101.66
12.4, 101.681
12.5, 34.549
12.6, -32.592
12.7, 34.543
12.8, 101.668
12.9, 101.64
13.0, 101.604
13.1, 34.415
13.2, 34.361
13.3, 34.299
13.4, -32.913
13.5, -100.131
13.6, -167.356
13.7, -234.585
13.8, -234.676
13.9, -167.627
14.0, -100.58
14.1, -33.535
14.2, 33.51
14.3, 33.413
14.4, 33.317
14.5, 100.366
14.6, 100.277
14.7, 33.048
14.8, -34.175
14.9, -34.249
15.0, 32.827
15.1, 32.767
15.2, -34.428
15.3, -34.471
15.4, 32.637
15.5, 32.612
15.6, 32.597
15.7, -34.552
15.8, 32.595
15.9, 99.752
16.0, 32.633
16.1, 32.666
16.2, 32.708
16.3, 32.758
16.4, 32.817
16.5, -34.26
16.6, -101.33
16.7, -34.108
16.8, -34.023
16.9, -33.934
17.0, -33.841
17.1, 33.397
17.2, 33.494
17.3, 33.592
17.4, -33.453
17.5, -33.356
17.6, 33.881
17.7, 33.972
17.8, -33.083
17.9, -33.001
18.0, -32.924
18.1, 34.289
18.2, -32.791
18.3, -32.736
18.4, -99.831
18.5, -32.65
18.6, 34.521
18.7, 34.541
18.8, -32.592
18.9, 34.55
19.0, 34.541
19.1, 101.664
19.2, 101.635
19.3, 101.597
19.4, 168.692
19.5, 168.637
19.6, 168.574
19.7, 101.361
19.8, 101.284
19.9, 101.202
20.0, 33.971
20.1, 33.88
20.2, 33.786
20.3, 33.689
20.4, 33.591
20.5, -33.65
20.6, -100.89
20.7, -33.842
20.8, -101.078
20.9, -101.167
21.0, -168.394
21.1, -101.33
21.2, -101.403
21.3, -34.327
21.4, -34.385
21.5, -34.436
21.6, -34.478
21.7, -34.51
21.8, -34.534
21.9, -34.547
22.0, -34.552
22.1, -34.546
22.2, -34.53
22.3, 32.638
22.4, 99.815
22.5, 32.716
22.6, 32.767
22.7, -34.315
22.8, -101.391
22.9, -101.317
23.0, -168.379
23.1, -235.437
23.2, -168.204
23.3, -168.111
23.4, -100.872
23.5, -33.632
23.6, 33.609
23.7, 33.706
23.8, 100.945
23.9, 33.897
24.0, 101.13
24.1, 101.217
24.2, 34.155
24.3, 34.231
24.4, 101.443
24.5, 34.362
24.6, 34.416
24.7, 34.461
24.8, -32.645
24.9, 34.525
25.0, -32.6
25.1, -99.735
25.2, -32.594
25.3, -32.605
25.4, -99.769
25.5, -32.657
25.6, -32.696
25.7, 34.398
25.8, 101.484
25.9, 34.277
26.0, 101.349
26.1, 101.271
26.2, 34.045
26.3, -33.186
26.4, -100.421
26.5, -100.516
26.6, -33.47
26.7, -100.711
26.8, -100.809
26.9, -100.905
27.0, -101.0
27.1, -33.95
27.2, -34.038
27.3, -101.265
27.4, -34.2
27.5, -34.272
27.6, -34.337
27.7, 32.748
27.8, 32.699
27.9, -34.484
28.0, 32.628
28.1, -34.537
28.2, 32.594
28.3, 32.592
28.4, -34.544
28.5, -34.527
28.6, -34.5
28.7, -34.464
28.8, -34.419
28.9, -101.509
29.0, -101.448
29.1, -34.236
29.2, -34.161
29.3, -34.08
29.4, -33.994
29.5, -33.903
29.6, 33.333
29.7, 33.43
29.8, 33.527
29.9, -33.518
30.0, 33.722
30.1, -33.324
30.2, -33.231
30.3, -33.141
30.4, 34.088
30.5, -32.975
30.6, 34.243
30.7, -32.832
30.8, -32.771
30.9, 34.424
31.0, 34.468
31.1, -32.64
31.2, -32.614
31.3, -32.598
31.4, 34.551
31.5, 101.691
31.6, 101.678
31.7, 34.512
31.8, 101.623
31.9, 168.725
32.0, 101.532
32.1, 101.474
32.2, 101.408
32.3, 34.193
32.4, 101.257
32.5, 101.173
32.6, 33.941
32.7, 100.992
32.8, 100.896
32.9, 33.656
33.0, 33.559
33.1, -33.682
33.2, -100.922
33.3, -33.874
33.4, -101.108
33.5, -168.339
33.6, -168.421
33.7, -168.499
33.8, -101.427
33.9, -34.347
34.0, -34.403
34.1, -34.451
34.2, 32.653
34.3, 32.624
34.4, 99.746
34.5, 32.593
34.6, -34.551
34.7, -101.685
34.8, -34.523
34.9, -101.638
35.0, -34.457
35.1, -34.411
35.2, -34.356
35.3, 32.849
35.4, 32.919
35.5, 32.995
35.6, 33.077
35.7, 33.164
35.8, 33.256
35.9, 33.35
36.0, -33.697
36.1, 33.544
36.2, -33.501
36.3, -33.404
36.4, -100.451
36.5, -100.358
36.6, -33.126
36.7, -33.041
36.8, -100.105
36.9, -100.031
37.0, -99.964
37.1, -32.762
37.2, -32.711
37.3, -99.811
37.4, -99.778
37.5, -32.611
37.6, -32.596
37.7, 34.552
37.8, -32.596
37.9, -32.611
38.0, -32.635
38.1, -32.669
38.2, -32.712
38.3, 34.38
38.4, -32.822
38.5, 34.254
38.6, -32.963
38.7, 34.1
38.8, 101.158
38.9, 101.069
39.0, 100.976
39.1, 168.023
39.2, 100.783
39.3, 100.685
39.4, 33.444
39.5, -33.795
39.6, -101.032
39.7, -101.123
39.8, -101.21
39.9, -34.149
40.0, -34.225
40.1, -34.295
40.2, -34.357
40.3, 32.731
40.4, 32.685
40.5, 32.648
40.6, -34.523
40.7, 32.601
40.8, 32.592
40.9, 99.736
41.0, 32.604
41.1, -34.519
41.2, -101.632
41.3, -34.45
41.4, -34.402
41.5, 32.797
41.6, 32.861
41.7, 100.074
41.8, 167.295
41.9, 167.378
42.0, 167.465
42.1, 100.414
42.2, 100.509
42.3, 33.462
42.4, -33.583
42.5, -33.485
42.6, -33.388
42.7, -33.293
42.8, 33.943
42.9, 34.031
43.0, 34.115
43.1, 34.194
43.2, -32.876
43.3, 34.332
43.4, 34.39
43.5, -32.703
43.6, -32.662
43.7, -32.63
43.8, 34.535
43.9, 101.691
44.0, 34.551
44.1, -32.598
44.2, -32.614
44.3, -99.783
44.4, -99.819
44.5, -167.006
44.6, -167.058
44.7, -167.119
44.8, -100.044
44.9, -100.119
45.0, -100.199
45.1, -100.285
45.2, -33.233
45.3, -100.469
45.4, -33.422
45.5, -100.662
45.6, -100.76
45.7, -33.715
45.8, 33.332
45.9, -33.905
46.0, 33.148
46.1, 33.062
46.2, 32.981
46.3, 32.906
46.4, 32.837
46.5, -34.367
46.6, -34.42
46.7, -34.465
46.8, -101.643
46.9, -34.527
47.0, 32.599
47.1, 32.592
47.2, 99.737
47.3, 166.892
47.4, 99.771
47.5, 99.803
47.6, 99.843
47.7, 99.892
47.8, 99.95
47.9, 100.015
48.0, 100.087
48.1, 100.165
48.2, 100.249
48.3, 100.337
48.4, 100.43
48.5, 100.525
48.6, 100.622
48.7, 100.72
48.8, 167.96
48.9, 235.2
49.0, 235.295
49.1, 235.386
49.2, 235.474
49.3, 168.415
49.4, 101.35
49.5, 34.278
49.6, -32.8
49.7, -32.744
49.8, -99.838
49.9, -166.942
50.0, -166.911
50.1, -166.89
50.2, -99.736
50.3, -99.735
50.4, -99.743
50.5, -99.761
50.6, -32.646
50.7, 34.461
50.8, 34.415
50.9, 34.361
51.0, 34.299
51.1, -32.913
51.2, 34.154
51.3, -33.071
51.4, -100.3
51.5, -100.391
51.6, -100.485
51.7, -33.438
51.8, 33.607
51.9, 33.509
52.0, 100.554
52.1, 100.459
52.2, 100.366
52.3, 100.276
52.4, 33.048
52.5, 32.968
52.6, 32.894
52.7, 32.826
52.8, 99.909
52.9, 99.858
53.0, 32.672
53.1, 32.637
53.2, -34.531
53.3, -34.546
53.4, -34.551
53.5, -101.69
53.6, -101.676
53.7, -34.51
53.8, -34.477
53.9, -34.435
54.0, -34.384
54.1, -101.468
54.2, -34.259
54.3, -34.186
54.4, -34.107
54.5, 33.121
54.6, 33.21
54.7, -33.84
54.8, 33.398
54.9, -33.648
55.0, -33.55
55.1, -33.452
55.2, -33.355
55.3, -33.261
55.4, -33.17
55.5, -100.225
55.6, -100.143
55.7, -77.719
55.8, -140.345
55.9, -234.307
56.0, -116.739
